kategori;category;entity;provinsi;province;kabupaten/kota
makanan;food;Kerupuk Kulit;Aceh;Aceh;Kabupaten Pidie
makanan;food;Tempe;Aceh;Aceh;Kabupaten Pidie
makanan;food;Tahu;Aceh;Aceh;Kabupaten Pidie
makanan;food;Asam Kana;Aceh;Aceh;Kabupaten Pidie
makanan;food;Roti Kering;Aceh;Aceh;Kabupaten Pidie
makanan;food;Roti Basah;Aceh;Aceh;Kabupaten Pidie
makanan;food;Dodol Halua;Aceh;Aceh;Kabupaten Pidie
makanan;food;Kerupuk Tepung;Aceh;Aceh;Kabupaten Pidie
makanan;food;Pengupasan Kopi;Aceh;Aceh;Kabupaten Pidie
makanan;food;Pengupasan Kacang;Aceh;Aceh;Kabupaten Pidie
makanan;food;Kipang Beras;Aceh;Aceh;Kabupaten Pidie
makanan;food;Peyek Kacang;Aceh;Aceh;Kabupaten Pidie
makanan;food;Es Lilin;Aceh;Aceh;Kabupaten Pidie
makanan;food;Es Balok;Aceh;Aceh;Kabupaten Pidie
makanan;food;Tepung Beras;Aceh;Aceh;Kabupaten Pidie
makanan;food;Sirup;Aceh;Aceh;Kabupaten Pidie
makanan;food;Kacang Asin;Aceh;Aceh;Kabupaten Pidie
makanan;food;Keripik Pisang;Aceh;Aceh;Kabupaten Pidie
makanan;food;Kerupuk Ubi;Aceh;Aceh;Kabupaten Pidie
makanan;food;Bumbu Masak;Aceh;Aceh;Kabupaten Pidie
makanan;food;Pengasinan Ikan;Aceh;Aceh;Kabupaten Pidie
makanan;food;Emping Beras;Aceh;Aceh;Kabupaten Pidie
makanan;food;Air minum isi ulang;Aceh;Aceh;Kabupaten Pidie
makanan;food;Mie Basah;Aceh;Aceh;Kabupaten Pidie
makanan;food;Jamu Bubuk;Aceh;Aceh;Kabupaten Pidie
makanan;food;Garam Rakyat;Aceh;Aceh;Kabupaten Pidie
makanan;food;Coklat;Aceh;Aceh;Kabupaten Pidie
makanan;food;Nasi Ayam Kedewatan;Bali;Bali;Kota Denpasar
makanan;food;Nasi Ikan Mak Beng;Bali;Bali;Kota Denpasar
makanan;food;Nasi Campur;Bali;Bali;Kota Denpasar
makanan;food;Babi Guling Chandra;Bali;Bali;Kota Denpasar
makanan;food;Warung Wardana;Bali;Bali;Kota Denpasar
makanan;food;Bebek Goreng HT;Bali;Bali;Kota Denpasar
makanan;food;Sate Plecing;Bali;Bali;Kota Denpasar
makanan;food;Depot Kepiting Super;Bali;Bali;Kota Denpasar
makanan;food;Resto Bali Nikmat;Bali;Bali;Kota Denpasar
makanan;food;Warung Batan Waru;Bali;Bali;Kota Denpasar
makanan;food;Warung Made;Bali;Bali;Kota Denpasar
makanan;food;Ikan Bakar;Bali;Bali;Kota Denpasar
makanan;food;Nyoman Cafe;Bali;Bali;Kota Denpasar
makanan;food;Menega Cafe;Bali;Bali;Kota Denpasar
makanan;food;Jebak;Bali;Bali;Kota Denpasar
makanan;food;Toko Krisna;Bali;Bali;Kota Denpasar
makanan;food;Toko Erlangga;Bali;Bali;Kota Denpasar
makanan;food;Pasar Kumbasari;Bali;Bali;Kota Denpasar
makanan;food;Rabeg;Banten;Banten;Kota Serang
makanan;food;Sate bandeng;Banten;Banten;Kota Serang
makanan;food;Nasi sumsum;Banten;Banten;Kota Serang
makanan;food;Sambel burog;Banten;Banten;Kota Serang
makanan;food;Angeun lada;Banten;Banten;Kota Serang
makanan;food;Ayam bakar bekakak;Banten;Banten;Kota Serang
makanan;food;Godog uyah asem;Banten;Banten;Kota Serang
makanan;food;empal daging;Banten;Banten;Kota Serang
makanan;food;Godog uyah asem dan empal daging;Banten;Banten;Kota Serang
makanan;food;Mal Teraskota;Banten;Banten;Kota Tangerang Selatan
makanan;food;Eat Republic;Banten;Banten;Kota Tangerang Selatan
makanan;food;Bintaro  Walk;Banten;Banten;Kota Tangerang Selatan
makanan;food;Flavor Bliss;Banten;Banten;Kota Tangerang Selatan
makanan;food;Fresh House Bakery;Banten;Banten;Kota Tangerang Selatan
makanan;food;Kampoeng Aer;Banten;Banten;Kota Tangerang Selatan
makanan;food;Bintaro Entertainment Xnte;Banten;Banten;Kota Tangerang Selatan
makanan;food;Sayur Besan;Banten;Banten;Kota Tangerang
makanan;food;Gecom;Banten;Banten;Kota Tangerang
makanan;food;Pindang Bandeng;Banten;Banten;Kota Tangerang
makanan;food;Kecap Benteng;Banten;Banten;Kota Tangerang
makanan;food;Laksa Tangerang;Banten;Banten;Kota Tangerang
makanan;food;Binthe Biluhuta;Gorontalo;Gorontalo;Kota Gorontalo
makanan;food;Nasi Milu;Gorontalo;Gorontalo;Kota Gorontalo
makanan;food;Nasi Kuning;Gorontalo;Gorontalo;Kota Gorontalo
makanan;food;Poki-poki Sambal;Gorontalo;Gorontalo;Kota Gorontalo
makanan;food;Milu Tongkol;Gorontalo;Gorontalo;Kota Gorontalo
makanan;food;Gohu;Gorontalo;Gorontalo;Kota Gorontalo
makanan;food;Milu Tongkol dan Gohu;Gorontalo;Gorontalo;Kota Gorontalo
makanan;food;Nike;Gorontalo;Gorontalo;Kota Gorontalo
makanan;food;Kue Pia Saronde;Gorontalo;Gorontalo;Kota Gorontalo
makanan;food;Kopi Pinogu;Gorontalo;Gorontalo;Kota Gorontalo
makanan;food;Asinan Betawi;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Soto Betawi;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Gabus pucung;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Sayur babanci;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Sayur godog;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Sayur besan;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Ayam sampyok;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Sambelan lengkio;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Soto tangkar;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Soto mie;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Pecak tembang;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Bandeng pesmol;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Nasi kebuli;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Nasi uduk;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Nasi ulam;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Es selendang mayang;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Es goyang;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Kue cucur;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Kue rangi;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Kue talam;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Kue kelen;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Sengkulun;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Putu mayang;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Andepite;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Sagon;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Kue ape;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Kue cente manis;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Kue pepe;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Kue dongkal;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Rujak penganten;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Kerak telor;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Kue geplak;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Roti buaya;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Kue kembang goyang;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Dodol betawi;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Bir pletok;Jakarta;Jakarta;Daerah Khusus Ibukota Jakarta
makanan;food;Beras Padi Payo;Jambi;Jambi;Kabupaten Kerinci
makanan;food;Gulai Ikan Semah;Jambi;Jambi;Kabupaten Kerinci
makanan;food;Dendeng Batokok Kincai;Jambi;Jambi;Kabupaten Kerinci
makanan;food;Dadeah;Jambi;Jambi;Kabupaten Kerinci
makanan;food;Dodol Kentang;Jambi;Jambi;Kabupaten Kerinci
makanan;food;Sirup Kayu Manis;Jambi;Jambi;Kabupaten Kerinci
makanan;food;Tempoyak Kedai Ombai;Jambi;Jambi;Kota Jambi
makanan;food;Kue Srikaya;Jambi;Jambi;Kota Jambi
makanan;food;Nasi Gemuk;Jambi;Jambi;Kota Jambi
makanan;food;Jus Pinang Yusmawardi;Jambi;Jambi;Kota Jambi
makanan;food;Nasi Gemuk dan Jus Pinang Yusmawardi;Jambi;Jambi;Kota Jambi
makanan;food;Sup Empal Gentong;Jawa Barat;West Java;Kabupaten Cirebon
makanan;food;Sega Jamblang;Jawa Barat;West Java;Kabupaten Cirebon
makanan;food;Sega Lengko;Jawa Barat;West Java;Kabupaten Cirebon
makanan;food;Docang;Jawa Barat;West Java;Kabupaten Cirebon
makanan;food;Mie Koclok Cirebon;Jawa Barat;West Java;Kabupaten Cirebon
makanan;food;Bubur Ketan Hitam;Jawa Barat;West Java;Kabupaten Cirebon
makanan;food;Tahu Gejrot;Jawa Barat;West Java;Kabupaten Cirebon
makanan;food;Tahu Petis;Jawa Barat;West Java;Kabupaten Cirebon
makanan;food;Tempe Mendoan;Jawa Barat;West Java;Kabupaten Cirebon
makanan;food;Intip;Jawa Barat;West Java;Kabupaten Cirebon
makanan;food;Kerupuk Mlarat;Jawa Barat;West Java;Kabupaten Cirebon
makanan;food;Emping;Jawa Barat;West Java;Kabupaten Cirebon
makanan;food;Kue Apem;Jawa Barat;West Java;Kabupaten Cirebon
makanan;food;Kue gapit;Jawa Barat;West Java;Kabupaten Cirebon
makanan;food;Sirup Tjampolay;Jawa Barat;West Java;Kabupaten Cirebon
makanan;food;Es Doger;Jawa Barat;West Java;Kabupaten Cirebon
makanan;food;Dodol Garut;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Ladu Malangbong;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Kerupuk Kulit;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Pindang Ikan;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Sambal Cibiuk;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Es Goyobod;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Jeruk Garut;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Wajit;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Burayot;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Getrek;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Emplod;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Chocodot;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Kerupuk RO;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Rangginang;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Bugis;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Lagenar;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Kicimpring;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Opak;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Angleng;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Kolontong;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Dapros;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Gogodoh;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Cuhcur;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Peuyeum Ketan;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Peuyeum Sampeu;Jawa Barat;West Java;Kabupaten Garut
makanan;food;Pedesan Entog;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Kuliner ini;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Bubur Indramayu;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Bubur ini;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Rumbah;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Rumbah disebut juga;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Nagasari;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Kue;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Koci;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Tak jauh beda;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Keripik Mangga;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Makanan olahan;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Burbahcek;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Bubur Rumbah Cecek;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Kerupuk Udang;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Terasi;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Terasi terbuat;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Cimplo;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Keripik Melinjo;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Dodol Mangga;Jawa Barat;West Java;Kabupaten Indramayu
makanan;food;Batu Ony;Jawa Barat;West Java;Kabupaten Kuningan
makanan;food;Batu Granit;Jawa Barat;West Java;Kabupaten Kuningan
makanan;food;Suiseki;Jawa Barat;West Java;Kabupaten Kuningan
makanan;food;Bonsai;Jawa Barat;West Java;Kabupaten Kuningan
makanan;food;Cincin;Jawa Barat;West Java;Kabupaten Kuningan
makanan;food;Peti Antik;Jawa Barat;West Java;Kabupaten Kuningan
makanan;food;Calung;Jawa Barat;West Java;Kabupaten Kuningan
makanan;food;Kecap Majalangka;Jawa Barat;West Java;Kabupaten Majalengka
makanan;food;Mangga Gedong Gincu;Jawa Barat;West Java;Kabupaten Majalengka
makanan;food;Opak;Jawa Barat;West Java;Kabupaten Majalengka
makanan;food;Rangginang;Jawa Barat;West Java;Kabupaten Majalengka
makanan;food;Nasi Lengko;Jawa Barat;West Java;Kabupaten Majalengka
makanan;food;Jalakotek;Jawa Barat;West Java;Kabupaten Majalengka
makanan;food;Emping;Jawa Barat;West Java;Kabupaten Majalengka
makanan;food;Kripik Jagung;Jawa Barat;West Java;Kabupaten Majalengka
makanan;food;Dodol Jambu;Jawa Barat;West Java;Kabupaten Majalengka
makanan;food;Keripik Pisang;Jawa Barat;West Java;Kabupaten Majalengka
makanan;food;Gula Cakar;Jawa Barat;West Java;Kabupaten Majalengka
makanan;food;Jambu Keletuk Merah;Jawa Barat;West Java;Kabupaten Majalengka
makanan;food;Sate Maranggi;Jawa Barat;West Java;Kabupaten Purwakarta
makanan;food;Soto Sadang;Jawa Barat;West Java;Kabupaten Purwakarta
makanan;food;Peuyeum bendul;Jawa Barat;West Java;Kabupaten Purwakarta
makanan;food;Gula aren Cikeris;Jawa Barat;West Java;Kabupaten Purwakarta
makanan;food;Manisan pala;Jawa Barat;West Java;Kabupaten Purwakarta
makanan;food;Teh hijau;Jawa Barat;West Java;Kabupaten Purwakarta
makanan;food;Colenak;Jawa Barat;West Java;Kabupaten Purwakarta
makanan;food;Opak;Jawa Barat;West Java;Kabupaten Purwakarta
makanan;food;Oncom Dawuan;Jawa Barat;West Java;Kabupaten Subang
makanan;food;Kerupuk Miskin Purwadadi;Jawa Barat;West Java;Kabupaten Subang
makanan;food;Nanas Simadu;Jawa Barat;West Java;Kabupaten Subang
makanan;food;Olahan Nanas;Jawa Barat;West Java;Kabupaten Subang
makanan;food;Gepuk;Jawa Barat;West Java;Kabupaten Subang
makanan;food;Ubi Cilembu;Jawa Barat;West Java;Kabupaten Subang
makanan;food;Nasi Liwet Mang Aca;Jawa Barat;West Java;Kabupaten Subang
makanan;food;Nasi Liwet Mang Nana;Jawa Barat;West Java;Kabupaten Subang
makanan;food;Keripik Pisang;Jawa Barat;West Java;Kabupaten Subang
makanan;food;Rambutan Kalijati;Jawa Barat;West Java;Kabupaten Subang
makanan;food;Mie Level;Jawa Barat;West Java;Kabupaten Subang
makanan;food;Tutut Soding;Jawa Barat;West Java;Kabupaten Subang
makanan;food;Sate Kambing Muda;Jawa Barat;West Java;Kota Bandung
makanan;food;Bakso Tahu;Jawa Barat;West Java;Kota Bandung
makanan;food;Batagor;Jawa Barat;West Java;Kota Bandung
makanan;food;Cuankie;Jawa Barat;West Java;Kota Bandung
makanan;food;Brownies Amanda;Jawa Barat;West Java;Kota Bandung
makanan;food;Surabi;Jawa Barat;West Java;Kota Bandung
makanan;food;Peuyeum;Jawa Barat;West Java;Kota Bandung
makanan;food;Cendol;Jawa Barat;West Java;Kota Bandung
makanan;food;Oncom;Jawa Barat;West Java;Kota Bandung
makanan;food;Peuyeum Bandung;Jawa Barat;West Java;Kota Bandung
makanan;food;Colenak;Jawa Barat;West Java;Kota Bandung
makanan;food;Cireng;Jawa Barat;West Java;Kota Bandung
makanan;food;Karedok;Jawa Barat;West Java;Kota Bandung
makanan;food;Ambokueh;Jawa Barat;West Java;Kota Bandung
makanan;food;Lotek;Jawa Barat;West Java;Kota Bandung
makanan;food;Bandrek;Jawa Barat;West Java;Kota Bandung
makanan;food;Bajigur;Jawa Barat;West Java;Kota Bandung
makanan;food;Ketan Bakar;Jawa Barat;West Java;Kota Bandung
makanan;food;Peuyeum Ketan;Jawa Barat;West Java;Kota Bandung
makanan;food;Bandros;Jawa Barat;West Java;Kota Bandung
makanan;food;Bala-bala;Jawa Barat;West Java;Kota Bandung
makanan;food;BusKud;Jawa Barat;West Java;Kota Bandung
makanan;food;Gehu;Jawa Barat;West Java;Kota Bandung
makanan;food;De Risol;Jawa Barat;West Java;Kota Bandung
makanan;food;Comro;Jawa Barat;West Java;Kota Bandung
makanan;food;Misro;Jawa Barat;West Java;Kota Bandung
makanan;food;Cimol;Jawa Barat;West Java;Kota Bandung
makanan;food;Cilok;Jawa Barat;West Java;Kota Bandung
makanan;food;Cilung;Jawa Barat;West Java;Kota Bandung
makanan;food;Gorolong Lamot;Jawa Barat;West Java;Kota Bandung
makanan;food;Surandil;Jawa Barat;West Java;Kota Bandung
makanan;food;Candil;Jawa Barat;West Java;Kota Bandung
makanan;food;Endog-endogan;Jawa Barat;West Java;Kota Bandung
makanan;food;Galendo;Jawa Barat;West Java;Kota Bandung
makanan;food;Es Goyobod;Jawa Barat;West Java;Kota Bandung
makanan;food;Seblak;Jawa Barat;West Java;Kota Bandung
makanan;food;Tahu Gejrot;Jawa Barat;West Java;Kota Bandung
makanan;food;Gehu Pedas;Jawa Barat;West Java;Kota Bandung
makanan;food;Soto Bogor;Jawa Barat;West Java;Kota Bogor
makanan;food;Cungkring;Jawa Barat;West Java;Kota Bogor
makanan;food;Doclang;Jawa Barat;West Java;Kota Bogor
makanan;food;Gepuk Karuhun;Jawa Barat;West Java;Kota Bogor
makanan;food;Ikan Balita;Jawa Barat;West Java;Kota Bogor
makanan;food;Asinan Bogor;Jawa Barat;West Java;Kota Bogor
makanan;food;Toge Goreng;Jawa Barat;West Java;Kota Bogor
makanan;food;Roti Unyil;Jawa Barat;West Java;Kota Bogor
makanan;food;Laksa Bogor;Jawa Barat;West Java;Kota Bogor
makanan;food;Lapis Bogor;Jawa Barat;West Java;Kota Bogor
makanan;food;Es Pala;Jawa Barat;West Java;Kota Bogor
makanan;food;Bir Kocok;Jawa Barat;West Java;Kota Bogor
makanan;food;Yogya Bogor Junction;Jawa Barat;West Java;Kota Bogor
makanan;food;Bogor Trade World;Jawa Barat;West Java;Kota Bogor
makanan;food;Giant Taman Yasmin;Jawa Barat;West Java;Kota Bogor
makanan;food;Lottemart Taman Yasmin;Jawa Barat;West Java;Kota Bogor
makanan;food;Hero;Jawa Barat;West Java;Kota Bogor
makanan;food;Gramedia;Jawa Barat;West Java;Kota Bogor
makanan;food;Hero dan Gramedia;Jawa Barat;West Java;Kota Bogor
makanan;food;Orchard Walk;Jawa Barat;West Java;Kota Bogor
makanan;food;Roti Unyil Venus;Jawa Barat;West Java;Kota Bogor
makanan;food;Lapis Talas Bogor Sangkuriang;Jawa Barat;West Java;Kota Bogor
makanan;food;Asinan Dewi Sri Baranang Siang;Jawa Barat;West Java;Kota Bogor
makanan;food;Sentra Kerajinan  Cenderamata Pasar Bogor;Jawa Barat;West Java;Kota Bogor
makanan;food;Lapis Bogor Sangkuriang;Jawa Barat;West Java;Kota Bogor
makanan;food;Bakso Hejo;Jawa Barat;West Java;Kota Cimahi
makanan;food;Alam Wisata Cimahi;Jawa Barat;West Java;Kota Cimahi
makanan;food;Nasi merah;Jawa Barat;West Java;Kota Cimahi
makanan;food;Pujasera;Jawa Barat;West Java;Kota Cimahi
makanan;food;Mie Tegal Lega;Jawa Barat;West Java;Kota Cimahi
makanan;food;Saung Kuring;Jawa Barat;West Java;Kota Cimahi
makanan;food;Cilok Goreng;Jawa Barat;West Java;Kota Cimahi
makanan;food;Rumah Makan Padjeng;Jawa Barat;West Java;Kota Cimahi
makanan;food;Bakso Boedjangan;Jawa Barat;West Java;Kota Cimahi
makanan;food;Warunk Upnormal;Jawa Barat;West Java;Kota Cimahi
makanan;food;Nasi Goreng Mas Tong;Jawa Barat;West Java;Kota Cimahi
makanan;food;Tahu Gejrot;Jawa Barat;West Java;Kota Cirebon
makanan;food;Usus sapi rebus;Jawa Barat;West Java;Kota Cirebon
makanan;food;Sega Jamblang;Jawa Barat;West Java;Kota Cirebon
makanan;food;Sega Lengko;Jawa Barat;West Java;Kota Cirebon
makanan;food;Tempe mendoan;Jawa Barat;West Java;Kota Cirebon
makanan;food;Intip;Jawa Barat;West Java;Kota Cirebon
makanan;food;Kerupuk Mlarat;Jawa Barat;West Java;Kota Cirebon
makanan;food;Emping berukuran besar;Jawa Barat;West Java;Kota Cirebon
makanan;food;Siroop Tjampolay minuman legendaris asal Cirebon;Jawa Barat;West Java;Kota Cirebon
makanan;food;Es doger;Jawa Barat;West Java;Kota Cirebon
makanan;food;Anita Bakery;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;Guardian;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;Sports Station;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;dCost;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;Solaria;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;Pizza Hut;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;ACE Hardware  Informa;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;Bioskop;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;Gramedia;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;Toko Buku Karisma;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;Yogya Tasik HZ;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;Yogya Mitra Batik;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;Samudra Toserba HZ;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;Samudra  HZ;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;Giant hypermarket;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;Lottemart Wholesale;Jawa Barat;West Java;Kota Tasikmalaya
makanan;food;Dawet Ayu;Jawa Tengah;Central Java;Kabupaten Banjarnegara
makanan;food;Tempe Mendhoan;Jawa Tengah;Central Java;Kabupaten Banjarnegara
makanan;food;Combro Kering;Jawa Tengah;Central Java;Kabupaten Banjarnegara
makanan;food;Bakso;Jawa Tengah;Central Java;Kabupaten Banjarnegara
makanan;food;Apem Madukara;Jawa Tengah;Central Java;Kabupaten Banjarnegara
makanan;food;Jenang Salak Madukara;Jawa Tengah;Central Java;Kabupaten Banjarnegara
makanan;food;Buntil;Jawa Tengah;Central Java;Kabupaten Banjarnegara
makanan;food;Jipang;Jawa Tengah;Central Java;Kabupaten Banjarnegara
makanan;food;Keripik kentang Batur;Jawa Tengah;Central Java;Kabupaten Banjarnegara
makanan;food;Keripik Mujahir;Jawa Tengah;Central Java;Kabupaten Banjarnegara
makanan;food;Mendoan;Jawa Tengah;Central Java;Kabupaten Banyumas
makanan;food;Sate Bebek Tambak;Jawa Tengah;Central Java;Kabupaten Banyumas
